day,average,coverage,unit,parameter
2024-08-21,11.260000000000002,100.0,µg/m³,pm25
2024-08-22,10.395,100.0,µg/m³,pm25
2024-08-23,8.575,100.0,µg/m³,pm25
2024-08-24,9.844999999999999,100.0,µg/m³,pm25
2024-08-25,9.59,100.0,µg/m³,pm25
2024-08-26,10.125,100.0,µg/m³,pm25
2024-08-27,11.5,100.0,µg/m³,pm25
2024-08-28,14.8,96.0,µg/m³,pm25
2024-08-29,15.700000000000001,100.0,µg/m³,pm25
2024-08-30,13.05,100.0,µg/m³,pm25
2024-08-31,14.35,100.0,µg/m³,pm25
2024-09-01,14.75,100.0,µg/m³,pm25
2024-09-02,16.75,100.0,µg/m³,pm25
2024-09-03,17.0,100.0,µg/m³,pm25
2024-09-04,12.25,98.0,µg/m³,pm25
2024-09-05,15.7,96.0,µg/m³,pm25
2024-09-06,15.95,87.5,µg/m³,pm25
2024-09-07,19.5,100.0,µg/m³,pm25
2024-09-08,20.8,100.0,µg/m³,pm25
2024-09-09,15.2,100.0,µg/m³,pm25
2024-09-10,11.3,100.0,µg/m³,pm25
2024-09-11,11.6,100.0,µg/m³,pm25
2024-09-12,8.875,77.0,µg/m³,pm25
2024-09-13,10.795,100.0,µg/m³,pm25
2024-09-14,11.85,100.0,µg/m³,pm25
2024-09-15,8.1,100.0,µg/m³,pm25
2024-09-16,6.005,100.0,µg/m³,pm25
2024-09-17,7.655,100.0,µg/m³,pm25
2024-09-18,8.655,100.0,µg/m³,pm25
2024-09-19,6.915,100.0,µg/m³,pm25
2024-09-20,6.72,94.0,µg/m³,pm25
2024-09-21,9.505,100.0,µg/m³,pm25
2024-09-22,11.600000000000001,100.0,µg/m³,pm25
2024-09-23,11.92,100.0,µg/m³,pm25
2024-09-24,14.049999999999999,100.0,µg/m³,pm25
2024-09-25,11.7,100.0,µg/m³,pm25
2024-09-26,11.3,98.0,µg/m³,pm25
2024-09-27,13.8,96.0,µg/m³,pm25
2024-09-28,15.399999999999999,100.0,µg/m³,pm25
2024-09-29,11.95,100.0,µg/m³,pm25
2024-09-30,19.1,100.0,µg/m³,pm25
2024-10-01,13.05,100.0,µg/m³,pm25
2024-10-02,13.9,100.0,µg/m³,pm25
2024-10-03,14.34,100.0,µg/m³,pm25
2024-10-04,18.3,100.0,µg/m³,pm25
2024-10-05,19.55,100.0,µg/m³,pm25
2024-10-06,17.65,100.0,µg/m³,pm25
2024-10-07,14.600000000000001,100.0,µg/m³,pm25
2024-10-08,15.0,100.0,µg/m³,pm25
2024-10-09,24.4,85.5,µg/m³,pm25
